Course code,Course title
SOC253 , Demographic Change in Canada 
SOC256 , Ethnic and Racial Relations 
SOC260 ," Spirituality, Secularity, and Religion in Sociological Perspective "
SOC262 , Cults and New Religious Movements 
SOC263 , Organized Crime 
SOC270 , International Migration 
SOC275 , Mennonites as a Sociological Community 
SOC280 , Social Statistics 
SOC302 , Contemporary Sociological Theory 
SOC304 , Media and Crime 
SOC305 , Socio Legal Ap proaches to Privacy in Contemporary Contexts
SOC306 , Juvenile Justice 
SOC307 , Problems in Contemporary Education 
SOC310 , Social Networks 
SOC312 , Sociology of Science 
SOC322 , Field Research Methods 
SOC324 , Digital Cultures 
SOC325 , Sexuality and the Law 
SOC326 , Punishment and Society 
SOC327 , Policing in a Democratic Society 
SOC328 , Tra?cking and Financial Crime 
SOC329 , Security and Governance 
SOC330 , Special Topics in Sociology 
SOC334 , Public Policy 
SOC342 , Migr ation and Legality 
SOC346 , Social Movements 
SOC349 , Migr ation and Development 
SOC352 , Sociology of Aging 
SOC354 , Comparative Health Care Systems 
SOC355J , Power and Parenting 
SOC369J , The Sociology of Community 
SOC370 , Sociology of Law 
SOC375R , Studies in Sociology 
SOC383 , Ethnomethodology in Theory and Practice 
SOC385 , The Sociology of Street Gangs 
SOC387 , Criminal Justice Institutions 
SOC388 , Refugees and Forced Migration 
SOC398R , Independent Study 
SOC399R , Independent Study 
SOC401 , Theoretical Perspectives on Gender 
SOC402 , Religion and Spirituality in the Social and Legal World 
SOC405 , Seminar in Classical Sociological Theory 
SOC406 , Seminar in Contemporary Sociological Theory 
SOC408 , Contemporary Debates in Sociological Theory 
SOC409 ," Health, Surveillance, and Law "
SOC413 , Surveillance and Society 
SOC416 , Educational Theory and Practice 
SOC417 , Sociology of Higher Education 
SOC418 , Social Theory and Popular Culture 
SOC419 , Police Systems and Practices 
SOC420 , Seminar in Social Inequality 
SOC422 , Violent Extremism and Terrorism 
SOC423 , Peers and Crime 
SOC424 , Seminar in Sociology of Health 
SOC425 , Crossing  Borders: Law and Global Deviance 
SOC426 , Criminology of Mobility 
SOC428 , Sentencing  as a Social Process 
SOC430 , Special Topics in Sociology 
SOC431 , Science as Practice and Culture 
SOC432 , Social Policy Analysis 
SOC433 ," Crime, Law, and Technoscience "
SOC434 , Sociology of At Risk Youth
SOC435 , Cybercrime and Digital Harm 
SOC436 , Alcohol and Well Being
SOC440 , Computational Social Science 
SOC450R , Senior Seminar in Special Topics 
SOC452 , Humanitarianism 
SOC461 , Transnational Organized Crime 
SOC462 , Technology and Inequality 
SOC465 , Decolonizing  Research Through the Urban Arts 
SOC490R , Special Studies 
SOC497 , Honours Research Practicum 
SOC498 , Directed Studies 
SOC499A , Senior Honours Essay 
SOC499B , Senior Honours Essay 
SE101 , Introduction to Methods of Software Engineering 
SE102 , Seminar 
SE201 , Seminar 
SE202 , Seminar 
SE212 , Logic and Computation 
SE301 , Seminar 
SE302 , Seminar 
SE350 , Operating  Systems 
SE380 , Introduction to Feedback Control 
SE390 , Design Project Planning 
SE401 , Seminar 
SE402 , Seminar 
SE463 ," Software Project Management, Requirements, and Analysis "
SE464 , Software Design and Architectures 
SE465 , Software Testing  and Quality Assurance 
SE490 , Design Project 1 
SE491 , Design Project 2 
SE498 , Advanced Topics in Software Engineering 
SE499 , Project 
SPAN101 , Introduction to Spanish 1 
SPAN102 , Introduction to Spanish 2 
SPAN150 , Welcome to Latin America 
SPAN201A , Intermediate Spanish 1 
SPAN201B , Intermediate Spanish 2 
SPAN210 , Spanish Conversation 
SPAN217 ," First Nations, Native Americans, Pueblos Originarios "
SPAN234 , Parallel Revolutions in a Nascent Continent 
SPAN290 , Ap proaches to Translation 
SPAN300 , Theories of Cultural Identities 
SPAN301A , Spanish in Context 1 
SPAN301B , Spanish in Context 2 
SPAN317 , Afro Latin America
SPAN326 ," Theatre of the Golden Age: Dames, Divas, and Dandies "
SPAN329 ," Lights, Camera, Action! Film Production in Spain and Latin America "
SPAN344 , Special Topics in Hispanic Studies 
SPAN345 , Directed Studies 
SPAN387 ," Gender, Power, and Representations in Latin America "
SPAN390 , Introduction to Spanish Business Translation 
SPAN395 , Cultural Dimensions in English/Spanish Literary Translation 
SPAN400 ," Memory, Human Rights, and Reconciliation "
SPAN410 , Visual Culture in the Contemporary Hispanic World 
SPAN430 , Unruly Women in Early Modern Hispanic Culture 
SPAN446W , Love in Medieval Spanish Literature (WLU) 
SPAN490 , Advanced Translation 
STAT202 , Introductory Statistics for Scientists 
STAT206 , Statistics for Software Engineering 
STAT211 , Introductory Statistics and Sampling  for Accounting 
STAT220 , Probability (Non Specialist Level)
STAT221 , Statistics (Non Specialist Level)
STAT230 , Probability 
STAT231 , Statistics 
STAT240 , Probability (Advanced Level) 
STAT241 , Statistics (Advanced Level) 
STAT316 , Introduction to Statistical Problem Solving 
STAT321 , Regression and Forecasting  (Non Specialist Level)
STAT322 , Sampling  and Experimental Design (Non Specialist Level)
STAT330 , Mathematical Statistics 
STAT331 , Ap plied Linear Models 
STAT332 , Sampling  and Experimental Design 
STAT333 , Stochastic Processes 1 
STAT334 , Probability Models for Business and Accounting 
STAT337 , Introduction to Biostatistics 
STAT340 , Stochastic Simulation Methods 
STAT341 , Computational Statistics and Data Analysis 
STAT371 , Ap plied Linear Models and Process Improvement for Business 
STAT372 , Survey Sampling and Experimental Design Techniques for Business 
STAT373 , Regression and Forecasting Methods in Finance 
STAT374 , Quantitative Foundations for Finance 
STAT430 , Experimental Design 
STAT431 , Generalized Linear Models and their Ap plications 
STAT433 , Stochastic Processes 2 
STAT435 , Statistical Methods for Process Improvements 
STAT436 , Introduction to the Analysis of Spatial Data in Health Research 
STAT437 , Statistical Methods for Life History Analysis 
STAT438 , Advanced Methods in Biostatistics 
STAT440 , Computational Inference 
STAT441 , Statistical Learning    Classification
STAT442 , Data Visualization 
STAT443 , Forecasting 
STAT444 , Statistical Learning    Advanced Regression
STAT450 , Estimation and Hy pothesis Testing 
STAT454 , Sampling  Theory and Practice 
STAT464 , Topics in Probability Theory 
STAT466 , Topics in Statistics 1 
STAT467 , Topics in Statistics 2 
STAT468 , Readings in Statistics 1 
STAT469 , Readings in Statistics 2 
SI121R , Islam in the World 
SI131R , Arab Culture 
SI132R , Introduction to Modern Arab and Muslim Drama 
SI216R , Islam 
SI221R ," Islam, the West, and the Modern World "
SI230R ," Islamic Visual Culture: Art, Architecture, and Aesthetics "
SI231R , Calligraphy to Conceptual Art: Text as an Image in Islamic and East Asian Visual Arts 
SI232R , Decorative Arts in Islamic and East Asian Visual Cultures 
SI233R , Contemporary Muslim and East Asian Visual Arts in Diaspora 
SI240R ," Migration, Diaspora, and Exile in Muslim Narratives "
SI241R , Sacred Spaces and Human Geographies in Muslim Literary Expressions 
SI242R , Arabic Literature in Translation 
SI250R , The History of Islamic Civilization from Late Antiquity to 1300 
SI251R , The History of Islamic Civilization from 1300 1800: The Islamic Gunpowder Empires
SI310R , Digital Spirituality: New Media Art in the Middle East/North Africa Diaspora 
SI312 , Muslim Lives and Practices Worldwide 
SI315R ," Islam, Women, and the Modern World "
SI375R , Special Topics in Islamic and Arab Cultures 
SI390R , Understanding  Islam 
SI450R , Reading  and Interpreting  the Qur'an (in translation) 
SFM101 , Introduction to Sustainability and Financial Management 
SFM102 , Sustainability Economics 
SFM201 , Social Issues in Sustainability 
SFM205 , Advancing  Sustainability: A Systems Ap proach 
SFM299 , Special Topics in Sustainability and Financial Management 
SFM301 , Enterprise Carbon Accounting 
SFM309 , Sustainability and Business Ethics 
SFM310 , Sustainability in Capital Markets 
SFM311 , Social Systems Finance 
SFM328 , Sustainability Integration Consulting  Group   Junior Strategist
SFM329 , Sustainability Integration Consulting  Group   Senior Strategist
SFM401 , Social and Human Capital Accounting 
SFM402 , Natural Capital Accounting 
SFM403 ," Integrated Planning, Reporting, and Risk Management for Sustainability "
SFM411 , Natural Systems Finance 
SFM412 , Investor Behaviour 
SFM413 , Integrating  Natural and Social Systems in Finance 
SFM497 , Special Topics in Sustainability Reporting  and Measurement 
SFM498 , Special Topics in Sustainability Finance 
SFM499 , Special Topics in Sustainability Accounting 
SYDE101 , Communications in Systems Design Engineering Written and Oral
SYDE101L , Communications in Systems Design Engineering Visualization
SYDE102 , Seminar 
SYDE111 , Calculus 1 
SYDE112 , Calculus 2 
SYDE113 , Elementary Engineering  Mathematics 
SYDE114 , Matrices and Linear Systems 
SYDE121 , Digital Computation 
SYDE161 , Introduction to Design 
SYDE162 , Human Factors in Design 
SYDE181 , Physics 1: Statics 
SYDE182 , Physics 2: Dynamics 
SYDE192 , Digital Systems 
SYDE192L , Digital Systems Laboratory 
SYDE201 , Seminar 
SYDE202 , Seminar 
SYDE211 , Calculus 3 
SYDE212 , Probability and Statistics 
SYDE223 , Data Structures and Algorithms 
SYDE252 , Linear Systems and Signals 
SYDE261 ," Design, Systems, and Society "
SYDE262 , Engineering Economics of Design 
SYDE263 , Engineering Prototyping 
SYDE283 ," Physics 3: Electricity, Magnetism and Optics "
SYDE285 , Materials Chemistry 
SYDE286 , Mechanics of Deformable Solids 
SYDE292 ," Circuits, Instrumentation, and Measurements "
SYDE292L ," Circuits, Instrumentation, and Measurements Laboratory "
SYDE300 , Work Term Symposium Poster
SYDE301 , Seminar 
SYDE302 , Seminar 
SYDE311 , Advanced Engineering  Math 2 
SYDE312 , Ap plied Linear Algebra 
SYDE322 , Software Design 
SYDE334 , Ap plied Statistics 
SYDE351 , Systems Models 1 
SYDE352 , Introduction to Control Systems 
SYDE352L , Control Systems Laboratory 
SYDE361 , Systems Design Methods 1: Needs Analysis and Prototyping 
SYDE362 ," Systems Design Methods 2: Testing, Verification, and Validation "
SYDE381 , Thermodynamics 
SYDE383 , Fluid Mechanics 
SYDE401 , Seminar 
SYDE402 , Seminar 
SYDE411 , Optimization and Numerical Methods 
SYDE461 , Systems Design Capstone Project 1 
SYDE462 , Systems Design Capstone Project 2 
SYDE499 , Elective Systems Design Research Project 
SYDE522 , Foundations of Artificial Intelligence 
SYDE531 , Design Optimization Under Probabilistic Uncertainty 
SYDE532 , Introduction to Complex Systems 
SYDE533 , Conflict Resolution 
SYDE534 , Electric Energy Systems 
SYDE535 , Computational Simulations for Societal and Environmental Systems 
SYDE536 , Modelling  Transportation Systems 
SYDE537 , Artificial Life: Biology and Computation 
SYDE542 , Interface Design 
SYDE543 , Cognitive Ergonomics 
SYDE544 , Biomedical Measurement and Signal Processing 
SYDE548 , User Centred Design Methods 
SYDE552 , Computational Neuroscience 
SYDE553 , Advanced Dynamics 
SYDE554 , Nonlinear Dynamic Systems 
SYDE556 , Simulating  Neurobiological Systems 
SYDE572 , Introduction to Pattern Recognition 
SYDE575 , Image Processing 
SYDE577 , Deep Learning 
SYDE584 , Physiological Systems and Biomedical Design 
SYDE586 , Material Selection for Design 
SYDE599 , Special Topics in Systems Design Engineering 
THPERF100 , Introduction to Theatre 
THPERF102 , Introduction to Performance 
THPERF112 ," Introduction to Black Arts, Culture, and Literature "
THPERF149 , Introduction to Critical Design Practices 
THPERF200 , Theatre and Performance in Context 
THPERF220 , Performance Studies 
THPERF221 , Performing  Text 
THPERF222 , Performing  the Body 
THPERF224 , Black Performance Studies 
THPERF243 , Technical Production 1 
THPERF244 , Technical Production 2 
THPERF246 , Design for Performance Media 
THPERF248 , Project Management in the Arts 
THPERF278 , Performance Technologies 
THPERF280 , Theatre and Performance in Canada 
THPERF282 , Gender and Performance 
THPERF284 , Site Specific Performance
THPERF300 , Theories of Theatre and Performance 
THPERF301 , Performance Creation 
THPERF306 , Production Participation 3 
THPERF307 , Production Participation 4 
THPERF316 , Production Participation 5 
THPERF317 , Production Participation 6 
THPERF321 , Ap proaches to Acting with Text 
THPERF322 , Ap proaches to Acting with the Body 
THPERF326 , Performing the Voice 
THPERF343 , Stage Management 
THPERF361 , Ap proaches to Directing 
THPERF364 , Shakespeare in Performance at the Stratford Festival 
THPERF366 , Writing for Performance 
THPERF367 , Voice and Text at the Stratford Festival 
THPERF368 , Collaborative Creation 
THPERF371 , Performance History 
THPERF374 , Sustainability in Design 
THPERF376 , Political Performance 
THPERF378 , Race and Performance 
THPERF379 , Mixed Reality Design 
THPERF380 , Black Theatre in Practice 
THPERF386 , Shakespeare 1 
THPERF387 , Shakespeare 2 
THPERF389 , Audience Engagement 
THPERF400 , Collaborative Performance Project 
THPERF406 , Production Participation 7 
THPERF407 , Production Participation 8 
THPERF416 , Production Participation 9 
THPERF417 , Production Participation 10 
THPERF440 , Performative Inquiry and Practice 
THPERF490 , Selected Seminars in Drama & Theatre Arts 
THPERF491 , Selected Seminars in Drama & Theatre Arts 
THPERF499A , Senior Seminar 
THPERF499B , Senior Seminar 
UCR191E ," Communication in the Engineering  Profession (AE, CIVE, ENVE, GEOE) "
UCR192E ," Communication in the Engineering Profession (COMPE, ELE, MGTE) "
UNIV101 , Strategies and Skills for Academic Success 
VCULT100 , World Cinema and Visual Culture 
VCULT101 , Art History and Visual Culture 
VCULT112 ," Introduction to Black Arts, Culture, and Literature "
VCULT200 , Visual Studies Across the Discipline 
VCULT201 , Global Histories of Art 1500 1800 C.E.
VCULT204 , Art Institutions 
VCULT205 , Topics in Visual Culture 
VCULT208 , Global Modern Art: 1800 1940
VCULT209 , Global Modernisms: 1940 1970
VCULT216 , Indigenous Visual Culture in Canada 
VCULT241 , Survey of Greek Art and Architecture 
VCULT242 , Survey of Roman Art and Architecture 
VCULT244 , History of Visual Media to 1910 
VCULT245 , History of Film and Visual Media from 1900 to Today 
VCULT252 , Religion in Popular Film 
VCULT256 , Experimental Film 
VCULT257 ," Video, New Media and the Digital Turn "
VCULT262 , Global Queer Cinema 
VCULT275 , Calligraphy to Conceptual Art: Text as an Image in Islamic and East Asian Visual Arts 
VCULT281 , Art and Gender 
VCULT282 , Canadian Art from the 17th Century to 1940 
VCULT293 , Fine Arts Abroad 
VCULT300 , Visual Culture in Theory 
VCULT305 , Topics in Visual Culture 
VCULT319 , Contemporary Art 
VCULT330 ," Topics Course in Museums, Galleries, Curatorship "
VCULT338 , Philosophy of Art 
VCULT341 , Advanced Studies in Greek Art and Architecture 
